1 2 4 6 8 10 12 14 16 18 20 22 24
49.70 24.56 12.48 8.41 6.27 5.03 4.21 3.79 3.46 3.00 2.60 2.64 2.23 
49.80 24.62 12.51 8.34 6.32 5.03 4.23 3.81 3.41 2.97 2.68 2.58 2.22
49.85 24.51 12.47 8.46 6.26 5.06 4.20 3.84 3.45 3.02 2.58 2.57 2.20
49.70 24.57 12.50 8.38 6.31 5.19 4.20 3.80 3.42 3.01 2.67 2.61 2.20
49.88 25.01 12.83 8.76 6.62 5.48 4.77 3.98 3.55 3.05 2.63 2.59 2.18
49.80 24.58 12.46 8.33 6.29 5.03 4.29 3.87 3.42 3.01 2.59 2.59 2.24
