1 2 4 6 8 10 12 14 16 18 20 22 24
49.68 24.52 12.58 8.46 6.29 5.09 4.26 3.92 3.59 3.33 3.69 3.16 2.58
49.79 24.62 12.39 8.31 6.28 4.99 4.18 3.68 3.32 3.13 3.56 2.90 3.48
50.56 24.93 12.53 8.48 6.31 5.12 4.35 3.81 3.35 3.26 3.65 3.29 2.82
49.63 24.60 12.52 8.48 6.38 5.04 4.34 3.87 3.55 3.37 2.70 2.84 2.60
49.85 24.51 12.47 8.46 6.26 5.06 4.20 3.84 3.45 3.02 2.58 2.57 2.20
49.70 24.57 12.50 8.38 6.31 5.19 4.20 3.80 3.42 3.01 2.67 2.61 2.20
