1 27.7196	203.76
2 34.6185	163.49
4 81.8313	70.18
6 123.918	46.93
8 170.827	34.52
10 224.24	26.71
12 270.816	22.42
14 322.86	19.09
16 363.601	17.14
18 402.619	15.64
20 434.745	14.62
22 457.604	13.97
24 463.078	13.83
